Google Scholar Category,Google Scholar Subcategory,Venue,h5 Index,cs_venue,fuzzy_venue_matches,paper_count
Chemical & Material Sciences,Nanotechnology,advanced-electronic-materials,82,0,Advanced electronic materials,1
Chemical & Material Sciences,Nanotechnology,nanophotonics,81,0,Nanophotonics,1
Chemical & Material Sciences,Nanotechnology,journal-of-nanobiotechnology,80,0,"Journal of Nanobiotechnology, Journal of Nanotechnology",2
Chemical & Material Sciences,Nanotechnology,applied-materials-today,79,0,Applied Materials Today,1
Chemical & Material Sciences,"Oil, Petroleum & Natural Gas",journal-of-petroleum-science-and-engineering,95,0,Journal of Petroleum Science and Engineering,5
Chemical & Material Sciences,"Oil, Petroleum & Natural Gas",petroleum-science,49,0,Petroleum Science,4
Chemical & Material Sciences,"Oil, Petroleum & Natural Gas",journal-of-petroleum-exploration-and-production-technology,46,0,Journal of Petroleum Exploration and Production Technology,39
Chemical & Material Sciences,"Oil, Petroleum & Natural Gas",energy-exploration-and-exploitation,32,0,Energy Exploration & Exploitation,6
Chemical & Material Sciences,"Oil, Petroleum & Natural Gas",oil-and-gas-science-and-technology-revue-difp-energies-nouvelles,23,0,Oil & Gas Science and Technology – Revue d’IFP Energies nouvelles,10
Chemical & Material Sciences,Organic Chemistry,green-chemistry,124,0,Green Chemistry,1
Chemical & Material Sciences,Organic Chemistry,chemcatchem,70,0,Chemcatchem,3
Chemical & Material Sciences,Organic Chemistry,organic-and-biomolecular-chemistry,64,0,Organic and Biomolecular Chemistry,3
Chemical & Material Sciences,Organic Chemistry,applied-organometallic-chemistry,60,0,Applied Organometallic Chemistry,1
Chemical & Material Sciences,Organic Chemistry,synthesis,49,0,Synthesis,4
Chemical & Material Sciences,Organic Chemistry,organic-process-research-and-development,48,0,Organic Process Research & Development,2
Chemical & Material Sciences,Organic Chemistry,natural-product-research,48,0,Natural Product Research,1
Chemical & Material Sciences,Organic Chemistry,european-journal-of-organic-chemistry,46,0,European Journal of Organic Chemistry,1
Chemical & Material Sciences,Organic Chemistry,organometallics,44,0,Organometallics,1
Chemical & Material Sciences,Organic Chemistry,molecular-diversity,41,0,Molecular Diversity,16
Chemical & Material Sciences,Polymers & Plastics,polymers,140,0,"Polymer, Polymers",41
Chemical & Material Sciences,Polymers & Plastics,macromolecules,82,0,"Biomacromolecules, Macromolecules",4
Chemical & Material Sciences,Polymers & Plastics,biomacromolecules,78,0,"Biomacromolecules, Macromolecules",4
Chemical & Material Sciences,Polymers & Plastics,polymer-testing,69,0,Polymer Testing,1
Chemical & Material Sciences,Polymers & Plastics,polymer-chemistry,67,0,Polymer Chemistry,3
Chemical & Material Sciences,Polymers & Plastics,polymer,66,0,"Polymer, Polymers",41
Chemical & Material Sciences,Polymers & Plastics,polymer-composites,64,0,Polymer Composites,1
Engineering & Computer Science,Architecture,buildings,63,0,Buildings,31
Engineering & Computer Science,Architecture,lighting-research-and-technology,29,0,Lighting Research & Technology,1
Engineering & Computer Science,Architecture,architectural-science-review,25,0,Architectural Science Review,1
Engineering & Computer Science,Architecture,journal-of-architectural-engineering,23,0,"Journal of agricultural engineering, Journal of engineering and architecture",4
Engineering & Computer Science,Architecture,intelligent-buildings-international,20,0,Intelligent Buildings International,1
Engineering & Computer Science,Architecture,international-journal-of-architectural-computing,19,0,International Journal of Architectural Computing,4
Engineering & Computer Science,Architecture,international-journal-of-built-environment-and-sustainability,15,0,International journal of built environment and sustainability,5
Engineering & Computer Science,Architecture,journal-of-contemporary-urban-affairs,13,0,Journal of contemporary urban affairs,2
Engineering & Computer Science,Artificial Intelligence,neural-information-processing-systems,337,1,"Neural Information Processing Systems, neural information processing systems",1246
Engineering & Computer Science,Artificial Intelligence,international-conference-on-learning-representations,304,1,International Conference on Learning Representations,266
Engineering & Computer Science,Artificial Intelligence,international-conference-on-machine-learning,268,1,International Conference on Machine Learning,507
Engineering & Computer Science,Artificial Intelligence,expert-systems-with-applications,165,1,"Expert Systems With Applications, Expert Systems with Applications",530
Engineering & Computer Science,Artificial Intelligence,ieee-transactions-on-neural-networks-and-learning-systems,149,1,IEEE transactions on neural networks and learning systems,351
Engineering & Computer Science,Artificial Intelligence,neurocomputing,136,1,Neurocomputing,362
Engineering & Computer Science,Artificial Intelligence,international-joint-conference-on-artificial-intelligence-ijcai,136,1,International Joint Conference on Artificial Intelligence,33
Engineering & Computer Science,Artificial Intelligence,neural-computing-and-applications,135,1,Neural Computing and Applications,534
Engineering & Computer Science,Artificial Intelligence,information-fusion,134,1,Information Fusion,55
Engineering & Computer Science,Artificial Intelligence,applied-soft-computing,133,1,Applied Soft Computing,165
Engineering & Computer Science,Artificial Intelligence,knowledge-based-systems,126,1,Knowledge Based Systems,213
Engineering & Computer Science,Artificial Intelligence,artificial-intelligence-review,118,1,Artificial Intelligence Review,104
Engineering & Computer Science,Artificial Intelligence,journal-of-machine-learning-research,117,1,Journal of Machine Learning Research,111
Engineering & Computer Science,Artificial Intelligence,ieee-transactions-on-fuzzy-systems,111,1,IEEE Transactions on Fuzzy Systems,30
Engineering & Computer Science,Artificial Intelligence,international-conference-on-artificial-intelligence-and-statistics,100,1,International Conference on Artificial Intelligence and Statistics,149
Engineering & Computer Science,Artificial Intelligence,engineering-applications-of-artificial-intelligence,97,1,Engineering Applications of Artificial Intelligence,68
Engineering & Computer Science,Artificial Intelligence,neural-networks,95,1,Neural Networks,178
Engineering & Computer Science,Artificial Intelligence,conference-on-robot-learning,88,1,Conference on Robot Learning,27
Engineering & Computer Science,Automation & Control Theory,ieee-transactions-on-systems-man-and-cybernetics-systems,126,0,"IEEE Transactions on Systems, Man, and Cybernetics, IEEE transactions on systems, man and cybernetics, IEEE transactions on systems, man, and cybernetics",99
Engineering & Computer Science,Automation & Control Theory,ieee-transactions-on-automatic-control,111,0,IEEE Transactions on Automatic Control,74
Engineering & Computer Science,Automation & Control Theory,ieee-transactions-on-fuzzy-systems,111,0,IEEE Transactions on Fuzzy Systems,30
Engineering & Computer Science,Automation & Control Theory,automatica,101,0,"Automatica, Automatika",96
Engineering & Computer Science,Automation & Control Theory,ieee-caa-journal-of-automatica-sinica,85,0,IEEE/CAA Journal of Automatica Sinica,13
Engineering & Computer Science,Automation & Control Theory,isa-transactions,83,0,"IISE transactions, ISA Transactions, Isa Transactions",38
Engineering & Computer Science,Automation & Control Theory,ieee-transactions-on-control-systems-technology,73,0,IEEE Transactions on Control Systems and Technology,8
Engineering & Computer Science,Automation & Control Theory,annual-reviews-in-control,63,0,Annual Reviews in Control,8
Engineering & Computer Science,Automation & Control Theory,international-journal-of-robust-and-nonlinear-control,60,0,International Journal of Robust and Nonlinear Control,13
Engineering & Computer Science,Automation & Control Theory,control-engineering-practice,55,0,Control Engineering Practice,2
Engineering & Computer Science,Automation & Control Theory,journal-of-intelligent-and-robotic-systems,55,0,Journal of Intelligent and Robotic Systems,20
Engineering & Computer Science,Automation & Control Theory,ieee-transactions-on-control-of-network-systems,54,0,IEEE Transactions on Control of Network Systems,10
Engineering & Computer Science,Automation & Control Theory,international-journal-of-fuzzy-systems,49,0,"International Journal of Fuzzy Systems, International journal of fuzzy logic systems, International journal of grey systems",24
Engineering & Computer Science,Automation & Control Theory,international-journal-of-systems-science,47,0,International journal of sciences,5
Engineering & Computer Science,Automation & Control Theory,journal-of-process-control,45,0,Journal of Process Control,8
Engineering & Computer Science,Aviation & Aerospace Engineering,aerospace-science-and-technology,77,0,Aerosol Science and Technology,1
Engineering & Computer Science,Aviation & Aerospace Engineering,drones,57,0,Drones,14
Engineering & Computer Science,Aviation & Aerospace Engineering,acta-astronautica,57,0,Acta Astronautica,5
Engineering & Computer Science,Aviation & Aerospace Engineering,progress-in-aerospace-sciences,55,0,Progress in Aerospace Sciences,2
Engineering & Computer Science,Aviation & Aerospace Engineering,aiaa-journal,51,0,"AIAA Journal, Iawa Journal",9
Engineering & Computer Science,Aviation & Aerospace Engineering,aerospace,44,0,Aerospace,19
Engineering & Computer Science,Aviation & Aerospace Engineering,ieee-aerospace-and-electronic-systems-magazine,39,0,IEEE Aerospace and Electronic Systems Magazine,1
Engineering & Computer Science,Aviation & Aerospace Engineering,journal-of-turbomachinery,31,0,Journal of turbomachinery,1
Engineering & Computer Science,Aviation & Aerospace Engineering,navigation-journal-of-the-institute-of-navigation,28,0,Navigation: journal of the Institute of Navigation,1
Engineering & Computer Science,Aviation & Aerospace Engineering,journal-of-aerospace-information-systems,25,0,Journal of aerospace information systems,3
Engineering & Computer Science,Bioinformatics & Computational Biology,bioinformatics,139,0,"BioMedInformatics, Bioinformatics",1240
Engineering & Computer Science,Bioinformatics & Computational Biology,briefings-in-bioinformatics,115,0,Briefings in Bioinformatics,202
Engineering & Computer Science,Bioinformatics & Computational Biology,plos-computational-biology,94,0,PLOS Computational Biology,920
